City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather Description
451,Rosarito,MX,32.3333,-117.0333,85.66,68,34,8.28,scattered clouds
452,Karasuk,RU,53.7377,78.0403,56.1,90,10,4.34,clear sky
453,Mbandaka,CD,0.0487,18.2603,77.13,64,60,0.54,broken clouds
454,Nadym,RU,65.5333,72.5167,57.13,58,0,7.47,clear sky
455,Moindou,NC,-21.6924,165.677,68.09,62,33,14.65,scattered clouds
456,Ambatondrazaka,MG,-17.8333,48.4167,54.66,97,22,3.42,few clouds
457,Mkushi,ZM,-13.6202,29.3939,59.4,55,11,10.13,few clouds
458,Cabinda,AO,-5.55,12.2,71.08,87,21,6.76,few clouds
459,Uruguaiana,BR,-29.7547,-57.0883,73.33,83,75,10.36,broken clouds
460,Sabla,NG,12.7525,4.7077,75.97,74,100,17.6,heavy intensity rain
461,Biak,ID,-0.9131,122.8766,73.36,89,100,5.55,overcast clouds
462,Svetlyy,RU,54.675,20.1347,60.96,76,3,14.07,clear sky
463,Kidal,ML,18.4411,1.4078,93.42,27,11,9.93,few clouds
464,Kungurtug,RU,50.5994,97.5228,39.07,94,10,1.79,clear sky
465,Nyurba,RU,63.2842,118.3319,64.49,93,14,4.41,few clouds
466,Bisho,ZA,-32.8472,27.4422,50.63,75,4,5.23,clear sky
467,Richards Bay,ZA,-28.783,32.0377,62.89,80,52,1.39,broken clouds
468,Jishou,CN,28.3167,109.7167,76.82,93,97,2.13,overcast clouds
469,Uzunovo,RU,54.5386,38.6173,60.66,72,69,7.92,broken clouds
470,Koungheul,SN,13.9833,-14.8,85.87,65,100,9.48,moderate rain
471,Yei,SS,4.095,30.6779,65.8,98,79,1.36,moderate rain
472,Maceio,BR,-9.6658,-35.7353,80.04,73,20,11.5,few clouds
473,Flinders,AU,-34.5833,150.8552,46.06,79,85,4.0,overcast clouds
474,Srandakan,ID,-7.9386,110.2506,74.39,92,23,3.89,few clouds
475,Ewa Beach,US,21.3156,-158.0072,82.09,69,40,13.8,light rain
476,Chipinge,ZW,-20.1883,32.6236,50.14,56,1,4.03,clear sky
477,Lima,PE,-12.0432,-77.0282,59.25,77,100,13.8,overcast clouds
478,Charlestown,AU,-32.95,151.6667,45.68,80,61,5.01,broken clouds
479,Danville,US,36.586,-79.395,88.03,58,75,1.01,broken clouds
480,Belyy Yar,RU,53.6039,91.3903,55.29,74,0,4.47,clear sky
481,Bernau,DE,52.6798,13.5871,64.85,49,99,6.8,overcast clouds
482,Tuatapere,NZ,-46.1333,167.6833,34.93,90,44,5.77,scattered clouds
483,Paragominas,BR,-2.9667,-47.4833,78.4,79,100,3.69,overcast clouds
484,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,62.78,88,0,6.71,clear sky
485,Boa Vista,BR,2.8197,-60.6733,82.38,74,40,3.44,scattered clouds
486,Darovskoy,RU,58.77,47.9564,61.36,98,91,4.99,overcast clouds
487,Inhambane,MZ,-23.865,35.3833,65.73,80,11,10.87,few clouds
488,Tautira,PF,-17.7333,-149.15,74.98,72,42,22.32,light rain
489,Russell,US,32.3502,-85.1999,92.97,62,0,9.22,clear sky
490,Sisimiut,GL,66.9395,-53.6735,43.07,77,95,9.13,overcast clouds
491,Maniitsoq,GL,65.4167,-52.9,39.96,88,99,7.9,overcast clouds
492,Sindor,RU,62.8629,51.8905,63.36,98,84,3.49,light rain
493,Visby,SE,57.6409,18.296,61.02,51,100,8.05,overcast clouds
494,Khandyga,RU,62.6667,135.6,69.08,88,8,2.19,clear sky
495,Waspan,NI,14.7419,-83.9717,88.3,53,92,7.2,overcast clouds
496,Maumere,ID,-8.6199,122.2111,76.12,80,86,3.78,overcast clouds
497,Jabinyanah,TN,35.035,10.9081,80.4,57,0,6.02,clear sky
498,Marawi,PH,7.9986,124.2928,67.89,96,88,1.34,overcast clouds
499,Pamfila,GR,39.1567,26.5217,76.71,61,0,11.5,clear sky
500,Maltahohe,NA,-24.8333,16.9833,56.21,26,0,8.61,clear sky
501,Safaga,EG,26.7292,33.9365,87.06,35,0,9.98,clear sky
502,Tanout,NE,14.9709,8.8879,74.88,80,100,29.37,moderate rain
503,Catuday,PH,16.2923,119.8062,80.51,82,98,6.64,overcast clouds
504,Moyale,KE,3.5167,39.0584,67.51,76,71,12.24,broken clouds
505,Lukovetskiy,RU,64.2956,41.9211,59.9,99,100,2.13,light rain
506,Inirida,CO,3.8653,-67.9239,78.13,86,86,0.27,overcast clouds
507,Huitziltepec,MX,17.8167,-99.4667,76.28,65,98,2.57,overcast clouds
508,Sobolevo,RU,54.4299,31.8996,51.53,95,0,7.4,clear sky
509,Launceston,AU,-41.45,147.1667,45.16,93,75,5.75,light rain
510,Buraydah,SA,26.326,43.975,93.65,11,87,10.69,overcast clouds
511,Tiznit,MA,29.5833,-9.5,80.76,47,33,0.98,scattered clouds
512,Alugan,PH,12.2188,125.4808,78.21,86,17,3.65,few clouds
513,Berlevag,NO,70.8578,29.0864,67.8,76,0,19.57,clear sky
514,Eyl,SO,7.9803,49.8164,79.7,70,52,23.8,broken clouds
515,Derzhavinsk,KZ,51.1,66.3167,79.93,43,97,8.12,overcast clouds
516,Ajdabiya,LY,30.7554,20.2263,76.44,67,0,13.53,clear sky
517,Baixa Grande,BR,-11.9597,-40.1681,71.78,67,47,5.48,scattered clouds
518,Tilichiki,RU,60.4667,166.1,56.57,75,11,7.34,few clouds
519,Korla,CN,41.7597,86.1469,78.64,35,100,20.18,overcast clouds
520,Harrisonburg,US,38.4496,-78.8689,86.68,50,0,0.0,clear sky
521,Coromandel,BR,-18.4733,-47.2003,69.01,45,6,3.78,clear sky
522,Shaowu,CN,27.3409,117.4831,78.26,81,100,1.25,overcast clouds
523,Havre-Saint-Pierre,CA,50.2334,-63.5986,64.76,68,0,13.8,clear sky
524,Bridlington,GB,54.0831,-0.1919,62.53,88,31,10.65,scattered clouds
525,Doha,QA,25.2867,51.5333,93.51,70,35,6.91,scattered clouds
526,Beyneu,KZ,45.3167,55.2,86.49,27,0,10.0,clear sky
527,Muroto,JP,33.2833,134.15,75.49,92,100,7.85,moderate rain
528,Kamiiso,JP,41.8167,140.65,65.8,98,100,15.82,moderate rain
529,Zhanaozen,KZ,43.3,52.8,84.54,31,7,16.17,clear sky
530,Rocha,UY,-34.4833,-54.3333,58.26,98,100,1.63,overcast clouds
531,Qufu,CN,35.5967,116.9911,79.16,73,94,3.47,overcast clouds
532,Bilibino,RU,68.0546,166.4372,57.76,52,100,3.76,overcast clouds
533,Neuquen,AR,-38.9516,-68.0591,42.69,81,75,5.75,light intensity drizzle
534,Beaverlodge,CA,55.2166,-119.4361,70.95,55,100,0.54,overcast clouds
535,Bure,ET,10.7,37.0667,56.35,94,99,2.68,overcast clouds
536,Ampanihy,MG,-24.7,44.75,62.13,93,0,7.11,clear sky
537,Bemidji,US,47.4736,-94.8803,86.05,53,75,0.0,broken clouds
538,San Borja,BO,-14.8167,-66.85,87.85,49,86,7.43,overcast clouds
539,Mayo,US,38.8876,-76.5119,89.71,62,20,5.75,few clouds
540,Sambava,MG,-14.2667,50.1667,67.96,89,47,10.94,light rain
541,Ixtapa,MX,20.7,-105.2,88.23,66,20,10.36,few clouds
542,Garoua Boulai,CM,5.8833,14.55,64.63,94,100,2.68,overcast clouds
543,Gouyave,GD,12.1646,-61.7296,77.77,94,75,17.27,broken clouds
544,Axim,GH,4.8699,-2.2405,75.58,87,99,12.24,overcast clouds
545,Evinayong,GQ,1.4368,10.5512,67.96,96,97,2.84,overcast clouds
546,Berdigestyakh,RU,62.0989,126.6992,67.17,86,85,3.56,overcast clouds
547,Nanortalik,GL,60.1432,-45.2371,43.02,88,33,9.19,scattered clouds
548,Beira,MZ,-19.8436,34.8389,71.69,64,20,12.46,few clouds
549,Chernyshevskiy,RU,63.0128,112.4714,56.91,84,100,6.33,overcast clouds
550,College,US,64.8569,-147.8028,69.58,43,0,8.05,clear sky
551,Ayia Galini,GR,35.1,24.6833,77.85,51,0,10.2,clear sky
552,Waddan,LY,29.1614,16.139,79.39,39,0,17.67,clear sky
553,Yatou,CN,37.15,122.3833,72.32,69,30,6.35,scattered clouds
554,Bongor,TD,10.2806,15.3722,75.69,86,100,6.55,moderate rain
555,Simbahan,PH,6.3032,120.5836,81.0,77,84,5.97,broken clouds
556,Puerto Escondido,MX,15.85,-97.0667,86.83,62,75,17.27,broken clouds
557,Djambala,CG,-2.5447,14.7533,76.6,45,48,3.09,scattered clouds
558,Kushmurun,KZ,52.4503,64.6311,71.74,73,100,12.37,overcast clouds
559,Krasnoselkup,RU,65.7,82.4667,56.73,59,100,8.95,overcast clouds
560,Lahaina,US,20.8783,-156.6825,84.2,81,11,9.17,few clouds
561,Malayal,PH,7.208,121.942,77.99,86,88,1.28,overcast clouds
562,Blagoyevo,RU,63.3667,47.9167,65.19,97,100,6.44,overcast clouds
563,Daru,PG,-9.0763,143.2092,74.95,75,67,15.82,broken clouds
564,Le Port,RE,-20.9373,55.2919,67.96,75,51,6.42,broken clouds
565,Toguchin,RU,55.2353,84.3858,56.64,67,99,2.44,overcast clouds
566,Morgan City,US,29.6994,-91.2068,88.45,60,94,2.66,overcast clouds
567,Waingapu,ID,-9.6567,120.2641,72.99,85,42,8.7,scattered clouds
568,Halifax,CA,44.6453,-63.5724,76.48,74,66,5.99,broken clouds
569,Freeport,US,40.6576,-73.5832,86.31,52,0,11.5,clear sky
570,Onex,CH,46.1833,6.1,76.86,41,0,3.44,clear sky
571,Atambua,ID,-9.1061,124.8925,66.2,86,100,5.7,overcast clouds
572,Akhtubinsk,RU,48.2795,46.1722,72.59,42,0,10.0,clear sky
573,Kawalu,ID,-7.3817,108.2082,72.27,98,97,0.74,moderate rain
574,Jiuquan,CN,39.7432,98.5174,70.47,47,100,2.06,overcast clouds
575,Presidente Medici,BR,-11.1753,-61.9014,89.67,38,100,4.83,overcast clouds
576,Sayyan,YE,15.1718,44.3244,64.22,65,89,5.03,overcast clouds
577,Sandovo,RU,58.4602,36.4128,51.76,98,81,5.35,broken clouds
578,Cabedelo,BR,-6.9811,-34.8339,79.47,84,4,14.16,clear sky
579,Gberia Fotombu,SL,9.8833,-11.1667,70.3,97,35,4.9,light rain
580,Gornyak,RU,50.9942,81.4661,60.53,72,8,2.3,clear sky
581,Tocopilla,CL,-22.092,-70.1979,59.02,57,1,7.49,clear sky
582,Constitucion,CL,-35.3333,-72.4167,45.21,86,100,9.35,light rain
583,Tezu,IN,27.9167,96.1667,78.3,85,18,4.36,few clouds
584,La Ronge,CA,55.1001,-105.2842,82.65,30,40,3.44,scattered clouds
585,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,58.55,93,100,9.13,overcast clouds
586,Lexington,US,37.9887,-84.4777,89.6,37,0,4.61,clear sky
587,Marfino,RU,55.7028,37.3822,59.34,62,0,4.47,clear sky
588,Cap Malheureux,MU,-19.9842,57.6142,68.47,85,84,7.0,light rain
589,Ostersund,SE,63.1792,14.6357,48.65,71,100,18.41,overcast clouds
590,Krasnyy Yar,RU,46.5331,48.3456,75.13,38,0,5.1,clear sky
591,Zulueta,ES,42.7451,-1.5793,78.42,61,3,4.61,clear sky
592,Port Blair,IN,11.6667,92.75,77.04,100,100,4.61,thunderstorm with rain
593,Estelle,US,29.8458,-90.1067,89.01,65,20,5.75,few clouds
594,Sao Joao Da Barra,BR,-21.6403,-41.0511,77.09,80,47,18.63,scattered clouds
595,Awbari,LY,26.5921,12.7805,84.6,19,0,8.77,clear sky
596,Oranjemund,NA,-28.55,16.4333,65.32,38,1,3.18,clear sky
597,Dryden,CA,49.7833,-92.7503,82.69,47,0,10.36,clear sky
598,Vostok,RU,46.4856,135.8833,56.71,95,100,4.12,light rain
599,Dubbo,AU,-32.25,148.6167,26.73,100,100,8.05,overcast clouds
600,Mogocha,RU,53.7333,119.7667,61.56,97,100,2.62,light rain
601,Kharagpur,IN,22.3333,87.3333,80.37,90,27,8.25,scattered clouds
602,Beloha,MG,-25.1667,45.05,64.69,87,1,9.98,clear sky
603,Nikolayevsk-Na-Amure,RU,53.1406,140.73,65.98,70,100,3.27,overcast clouds
604,Prince Rupert,CA,54.3161,-130.3201,55.49,96,100,9.22,light rain
605,Valdosta,US,30.8327,-83.2785,89.55,55,20,4.61,few clouds
606,Polson,US,47.6936,-114.1632,80.73,46,36,8.01,scattered clouds
607,Kolda,SN,12.8833,-14.95,80.19,81,96,8.32,overcast clouds
608,Erenhot,CN,43.6475,111.9767,75.02,43,99,8.14,overcast clouds
609,Okhotsk,RU,59.3833,143.3,59.67,89,100,2.89,overcast clouds
610,Timizart,DZ,36.8,4.2667,74.75,57,0,7.61,clear sky
611,Plastun,RU,44.7561,136.2939,58.96,97,100,14.58,overcast clouds
612,Laramie,US,41.3114,-105.5911,80.98,32,20,4.61,few clouds
613,Hovd,MN,48.0056,91.6419,57.61,41,3,3.09,clear sky
614,Thyboron,DK,56.6985,8.2124,55.18,79,75,21.14,broken clouds
615,Yaan,NG,7.3833,8.5667,72.03,96,100,6.44,moderate rain
616,Vikulovo,RU,56.8167,70.6107,57.11,94,9,5.97,clear sky
617,Timmins,CA,48.4669,-81.3331,73.22,43,100,6.91,overcast clouds
618,Gao,ML,16.6362,1.637,97.97,25,61,8.68,broken clouds
619,Linxia,CN,35.6003,103.2064,60.94,89,100,0.4,overcast clouds
620,Aykhal,RU,66.0,111.5,51.75,98,100,7.47,light rain
621,Virginia Beach,US,36.8529,-75.978,90.01,75,75,11.5,thunderstorm
622,Bentiu,SS,9.2333,29.8333,71.24,84,61,2.84,broken clouds
623,Sakaiminato,JP,35.55,133.2333,73.38,94,75,1.14,broken clouds
624,Shelburne,CA,44.0787,-80.2041,77.31,39,100,6.6,overcast clouds
625,Oriximina,BR,-1.7656,-55.8661,84.06,68,100,3.78,overcast clouds
626,Campina Verde,BR,-19.5356,-49.4864,77.31,29,27,4.03,scattered clouds
627,Kargasok,RU,59.0556,80.8572,55.72,72,92,6.29,overcast clouds
628,Lavrentiya,RU,65.5833,-171.0,45.97,62,12,4.45,few clouds
629,Kopavogur,IS,64.1123,-21.913,52.02,82,100,13.8,moderate rain
630,Kununurra,AU,-15.7667,128.7333,46.38,71,24,1.14,few clouds
631,San Felipe,VE,10.3399,-68.7425,83.64,62,76,7.87,broken clouds
632,Viseu,PT,40.661,-7.9097,75.85,65,42,2.04,scattered clouds
633,Manokwari,ID,-0.8667,134.0833,78.15,79,22,6.96,few clouds
634,Pontes E Lacerda,BR,-15.2261,-59.3353,90.66,29,85,5.99,overcast clouds
635,Edd,ER,13.9297,41.6925,91.72,61,87,1.86,overcast clouds
636,Penzance,GB,50.1186,-5.5371,63.28,83,25,9.01,scattered clouds
637,Cefalu,IT,38.0386,14.0229,80.55,72,0,3.0,clear sky
638,Yeniseysk,RU,58.4497,92.1703,50.27,91,98,0.38,overcast clouds
639,Grahamstown,ZA,-33.3042,26.5328,50.95,88,11,3.83,few clouds
640,Kedrovyy,RU,56.1667,91.8167,43.21,90,67,2.62,broken clouds
641,Stromness,GB,58.965,-3.296,51.76,84,6,10.0,clear sky
642,Kishtwar,IN,33.3167,75.7667,65.32,79,100,3.22,overcast clouds
643,Srednekolymsk,RU,67.45,153.6833,69.66,44,49,6.49,scattered clouds
644,Agua Dulce,MX,18.1333,-94.1333,85.82,69,100,10.13,overcast clouds
645,Abha,SA,18.2164,42.5053,70.05,56,40,3.44,light rain
646,Muros,ES,42.7762,-9.0603,66.09,90,83,1.1,broken clouds
647,Muriwai Beach,NZ,-36.8167,174.45,52.77,98,91,11.07,light rain
648,Nuuk,GL,64.1835,-51.7216,41.61,93,75,16.11,fog
649,Selyatino,RU,55.5151,36.9775,59.05,63,0,4.47,clear sky
650,Paamiut,GL,61.994,-49.6678,39.97,84,99,4.34,overcast clouds
651,Fereydunshahr,IR,32.941,50.121,57.85,26,0,5.88,clear sky
652,Samarai,PG,-10.6167,150.6667,76.41,75,98,16.11,overcast clouds
653,Lakatoro,VU,-16.0999,167.4164,77.65,82,70,15.03,broken clouds
654,Charleville-Mezieres,FR,49.7667,4.7167,63.77,58,0,5.17,clear sky
655,Dali,CN,25.7,100.1833,64.33,91,65,4.56,broken clouds
656,Bhadrapur,NP,26.544,88.0944,82.08,83,10,1.95,clear sky
657,Arlit,NE,18.7369,7.3853,96.1,10,5,13.73,clear sky
658,Bell Ville,AR,-32.6259,-62.6887,51.67,55,1,15.7,clear sky
659,Yumen,CN,40.2833,97.2,68.29,45,100,5.53,overcast clouds
660,Kisoro,UG,-1.2854,29.685,59.61,68,95,4.29,overcast clouds
661,Kilakarai,IN,9.2333,78.7833,82.53,63,100,16.51,overcast clouds
662,Iquitos,PE,-3.7481,-73.2472,91.44,58,75,4.61,broken clouds
663,Cape Coast,GH,5.1053,-1.2466,75.83,88,86,11.79,light rain
664,La Rioja,ES,42.25,-2.5,78.58,32,4,5.28,clear sky
665,Buluang,PH,13.3068,123.3425,77.99,91,89,1.36,overcast clouds
666,Tshikapa,CD,-6.4167,20.8,81.59,29,73,1.99,broken clouds
667,Muncar,ID,-8.4333,114.3333,75.4,91,56,4.56,broken clouds
668,Ugoofaaru,MV,5.6667,73.0,81.54,79,57,9.91,broken clouds
669,Songjianghe,CN,42.1859,127.479,59.7,99,100,1.72,overcast clouds
670,Hanzhong,CN,33.0728,107.0303,75.51,92,100,3.42,very heavy rain
671,Tumpat,MY,6.1978,102.171,77.02,94,20,3.44,few clouds
672,Keffi,NG,8.8486,7.8736,73.0,94,100,3.2,light rain
673,Prosvet,RU,55.5703,65.0825,65.57,94,100,3.06,light rain
674,Samba,IN,32.5667,75.1167,79.72,61,100,4.25,overcast clouds
675,Sa Kaeo,TH,13.75,102.3333,74.95,95,74,2.98,broken clouds
676,Semey,KZ,50.4111,80.2275,69.51,54,78,1.81,broken clouds
677,Concepcion,CL,-36.827,-73.0498,48.0,66,75,8.05,broken clouds
678,Zalantun,CN,48.0,122.7167,64.54,96,100,5.79,overcast clouds
